chr10:100163602-100164102	0.447836	0	3.78757	3.57861	0	2.30652	0	0
chr10:101917763-101918263	0.482285	0	4.71514	2.99521	3.92589	4.16095	0	0
chr10:101939686-101940186	0.137796	0	2.76852	3.99541	2.96102	3.95935	0	0
chr10:103463005-103463505	0.688978	0	2.34985	2.44739	2.94116	4.07997	0	0
chr10:103484630-103485130	0.206693	0	2.40472	1.23083	1.98287	0.717487	0	0
chr10:104411891-104412391	0.344489	0	2.11435	1.54808	6.94792	2.00527	0	0
chr10:104531922-104532422	0.861223	0.994449	1.25411	3.58235	1.96554	3.95423	0	0
chr10:104562871-104563371	0.447836	0	2.68212	1.78837	6.81506	1.52117	0	0
chr10:106099178-106099678	0.206693	0.992535	2.67316	2.09208	0.963562	2.23673	0	0.985703
chr10:112033221-112033721	0.447836	0	1.00716	3.30722	0.998297	2.84373	0	0
chr10:115854580-115855080	0.482285	0	1.11398	2.67484	2.94431	0.494161	0	0
chr10:116570606-116571106	0.275591	0	2.27197	3.31978	1.9584	1.80766	0	0
chr10:11740850-11741350	0.516734	0	2.15441	1.92716	3.9309	2.66937	0	0
chr10:1205463-1205963	0.172245	0	1.33204	1.15281	2.8963	0.0321871	0	0
chr10:120850373-120850873	0.206693	0	0.883134	1.44962	5.92677	0.456164	0	0
chr10:120891141-120891641	0.344489	0	3.16485	3.3134	2.96798	3.14166	0	0
chr10:121466782-121467282	0.551183	0	3.8516	5.48668	2.91612	5.35844	0	0
chr10:121484452-121484952	0.516734	0	2.75672	2.06349	2.91709	1.90971	0	0
chr10:12348134-12348634	0.516734	0	2.33925	3.85217	2.90192	2.51639	0	0.987701
chr10:13222747-13223247	0.551183	0	2.56839	2.29797	3.94517	1.67629	0	0
chr10:15164618-15165118	0.688978	0	2.989	3.31465	3.91402	3.08603	0	0
chr10:21816338-21816838	0.241142	0	2.81504	3.51961	0	2.56878	0	0
chr10:22311623-22312123	0.137796	0	3.78718	2.65381	0.9999	2.2365	0	0
chr10:43635876-43636376	0.172245	0	3.1334	5.94203	3.87515	1.59828	0	0
chr10:43700343-43700843	0.206693	0	1.59409	0.651754	0.999011	0.781541	0	0
chr10:46076328-46076828	0.206693	0	0.514142	0.641037	6.89154	0.353657	0	0
chr10:51572411-51572911	0.482285	0	1.25499	1.84237	0	1.05278	0	0
chr10:57401371-57401871	0.585632	0	1.88068	4.42428	4.89259	0.398662	0	0
chr10:6165471-6165971	0.723427	0	2.8599	3.60984	1.95803	1.20966	0	0
chr10:63642205-63642705	0.482285	0	2.33239	4.11896	1.99812	2.54667	0	0
chr10:63869647-63870147	0.447836	0	4.63652	2.53649	0.984349	3.34141	0	0
chr10:64468864-64469364	0.551183	0	1.0624	4.55971	2.9615	1.11892	0	0
chr10:70783993-70784493	0.826774	0	2.19107	1.53454	2.95692	4.22796	0	0
chr10:70848558-70849058	0.413387	0	1.65729	5.75659	2.91709	3.04684	0	0
chr10:72339245-72339745	0.206693	0	2.62281	3.33086	3.95157	1.67921	0	0
chr10:73529217-73529717	0.482285	0	1.70463	3.13908	3.86548	4.54771	0	0
chr10:74008407-74008907	0.930121	0	2.23467	0.678786	3.90871	0.700948	0	0
chr10:74036313-74036813	0.241142	0	2.24333	1.11276	1.96284	1.01339	0	0
chr10:74080371-74080871	0.688978	0	2.09588	3.97162	3.94824	0.991422	0	0
chr10:75910900-75911400	0.241142	0	1.54148	0.256876	1.93177	0.109306	0	0.994508
chr10:76760730-76761230	0.792325	0	3.17519	2.79981	6.93529	1.84611	0	0
chr10:76994910-76995410	0.137796	0	0.0639304	0.0420854	0	0.00139438	0	0
chr10:79608728-79609228	0.241142	0.991557	1.65276	1.28952	2.95183	0.0570939	0	0
chr10:8090510-8091010	0.31004	0	3.86111	1.20446	0	1.46073	0	0
chr10:8090555-8091055	0.31004	0	2.97326	1.8796	0	2.40859	0	0
chr10:8101939-8102439	0.447836	0	1.63895	2.15141	0.982004	1.15329	0	0
chr10:8107617-8108117	0.31004	0	5.2048	5.79498	3.9528	8.70972	0	0
