chr10:101389349-101389849	0.500081	1.59574	0.650266	5.54815	1.39521	0.235729	0.276691	0.582342	0.99982
chr10:101917763-101918263	0.9547	0.481054	0.161884	3.98974	1.09765	0.0181915	1.44851	0.342754	0.993986
chr10:103576592-103577092	0.681928	0.166321	0.314828	3.36819	0.813429	0.0119048	1.22751	0.323999	0
chr10:103618398-103618898	0.909238	0.89909	0.554271	1.02458	1.72172	0.0181819	0.739005	0.762566	0.996576
chr10:103949114-103949614	0.591004	1.20755	0.614602	3.03656	1.42382	0	2.30511	0.580808	0
chr10:104470311-104470811	0.454619	0.993827	0.562497	0.680072	1.10168	0.0463878	0.562776	0.577294	0.999477
chr10:111678899-111679399	0.454619	0.895298	0.757632	1.66423	1.51504	0.0354234	0.383475	0.891368	0.998905
chr10:112224475-112224975	0.318233	0.038732	0.0451563	2.81847	0.276159	0.500001	0.200574	0.0305833	0
chr10:112255511-112256011	0.863776	1.79691	0.733164	3.05219	2.52675	0	0.0487253	0.696851	1.99717
chr10:112255540-112256040	0.863776	1.79522	0.733053	2.1793	2.51927	0	0.0390049	0.696851	1.99717
chr10:112316746-112317246	0.363695	0.750262	0.196525	3.01373	1.2441	0.105373	0.724072	0.243721	0.985901
chr10:114201770-114202270	0.545543	0.111322	0.593059	3.69219	0.741633	0.0377161	1.22821	0.819448	0.995257
chr10:11482729-11483229	0.272771	0.32752	0.278609	2.95442	0.728734	0.0188388	0.576238	0.234472	0
chr10:115476091-115476591	0.545543	1.34709	0.989706	2.79886	1.89829	0.273811	1.83248	1.0069	0.999386
chr10:116068329-116068829	0.454619	0.396224	0.781551	1.12116	1.08336	0.199848	1.06032	0.738723	0.991979
chr10:12090398-12090898	1.04562	0.741341	0.207695	2.73783	0.831729	0.0296104	0.314778	0.167096	0
chr10:121220884-121221384	0.591004	2.27159	0.659959	1.31028	1.76993	0.253475	0.304033	0.752662	1.99562
chr10:121461935-121462435	0.500081	1.19466	0.076747	2.57877	1.57879	0.028034	1.24769	0.117466	0.98752
chr10:123670133-123670633	0.545543	1.48285	0.906289	1.80261	1.77061	0.0119048	0.873644	0.911629	0.999841
chr10:124055706-124056206	0.591004	1.27873	0.917502	0.660667	1.36353	0.251511	0.289708	0.744643	0.99971
