chr10:101939687-101940187	7.2	0	0	4.89738	0	0.537052
chr10:101945173-101945673	4.3	0.0210908	0.0391099	2.71594	0.0341559	0.056793
chr10:102107542-102108042	5.8	0.0069882	0.0134036	3.75992	0	0.839532
chr10:102289293-102289793	12	0.00104209	0.00159477	2.97919	0.0506842	0.0417963
chr10:102456221-102456721	39.3	0.962784	0.963524	10.9972	0.069948	0.0296311
chr10:102791885-102792385	3.9	0.0020854	0.00352068	1.43014	0.122477	1.8766
chr10:103329863-103330363	3.9	0.00508737	0.00413662	0.995529	0	0.471621
chr10:103347486-103347986	5.8	0.103609	0.0619903	2.19617	1.03005	0.889057
chr10:103985889-103986389	3.4	0	0	1.04814	0.0274073	0.837063
chr10:104144349-104144849	29.9	1.219	1.17008	3.63021	2.01818	1.29154
chr10:104154849-104155349	46.2	0.717307	0.629586	2.91965	0.291258	1.38646
chr10:104470253-104470753	8.7	0	0	1.2645	0	0.0592623
chr10:104527177-104527677	24.1	0.958068	0.918072	3.51716	0.957327	0.469151
chr10:104562871-104563371	22.1	1.39731	1.33166	2.43458	2.12669	1.03152
chr10:104894897-104895397	30.6	2.28947	2.1568	4.23611	2.68651	0.886448
chr10:112617400-112617900	12.5	0.0335242	0.0331223	1.47301	0	0.0345697
chr10:112625489-112625989	30.8	0.626642	0.507307	3.37721	1.43997	0.929656
chr10:11482260-11482760	28.4	1.03023	1.03889	3.49147	1.47692	0.983871
chr10:115854580-115855080	27.9	0.831499	0.841649	2.03284	0.630393	1.35189
chr10:11928917-11929417	37.6	1.2418	1.54175	2.62697	1.91475	1.30356
chr10:121298671-121299171	21.2	0.953255	0.964317	0.988422	1.11455	0.832264
chr10:126681541-126682041	1.8	0	0.00944655	1.28927	0	0.583968
chr10:134007706-134008206	1.4	0.205003	0.226039	1.64617	0.574373	0.481498
chr10:134235855-134236355	3.4	0.0405581	0.0719098	1.54866	0.844812	0.486576
chr10:134350979-134351479	2.4	0.089632	0.0671306	0.047014	1.53423	0.874102
chr10:134970045-134970545	1.8	0.00861093	0.0132844	1.03666	0	0.558665
chr10:135089233-135089733	19.7	0.871458	0.911578	1.6198	0.133217	3.08887
