chr10:101190393-101190893	0.46122	0.090703	0	4.76966	0.258637	1.03647
chr10:1019953-1020453	0.23061	0.148188	0	4.04038	0.0637255	0.134938
chr10:1020000-1020500	0.23061	0.148188	0	4.04038	0.0637255	0.134996
chr10:102107542-102108042	0.23061	0.00937277	0	0.870072	0	0.103369
chr10:102756392-102756892	0.23061	0.366861	0	4.47234	0.777024	0.304634
chr10:102791894-102792394	0.46122	0.271398	0	2.60939	0.0481655	0.131858
chr10:103329863-103330363	0.345915	0.168565	0	2.23293	0.0523975	0.149107
chr10:103595661-103596161	0.749482	0.0947408	0	4.01125	0.120875	1.04066
chr10:104154849-104155349	0.403567	0.10245	0	4.3713	0.107473	0.0222565
chr10:104271248-104271748	0.46122	1.34322	0	3.30068	1.77315	0.405614
chr10:104405546-104406046	0.288262	0.0207737	0	2.5587	0	0.542593
chr10:104872201-104872701	0.23061	0.016839	0	0.839071	0	0.0695419
chr10:105302838-105303338	0.46122	0.91252	0	1.51282	0.769815	0.0110804
chr10:105677184-105677684	0.518872	0.793989	0	3.55347	0.389794	0.024548
chr10:1101652-1102152	1.44131	0.568574	0	2.43799	0.634815	0.562587
chr10:112071102-112071602	0.23061	0.0115682	0	3.64214	0	0.0293598
chr10:112411187-112411687	0.46122	0.313179	0	1.9803	0.220801	0.0473259
chr10:112674704-112675204	0.634177	0.517203	0	4.64455	1.04372	0.211924
chr10:11482729-11483229	0.23061	0.0162427	0	3.56328	0	0.352354
chr10:11490819-11491319	1.0954	0.953342	0	4.48835	0.780124	0.0166553
chr10:115615797-115616297	0.23061	0.0304583	0	2.21906	0	0.0166357
chr10:11928820-11929320	0.749482	1.18148	0	3.16389	0.791479	0.639836
chr10:12084808-12085308	0.46122	0.0246793	0	2.29906	0	0.906633
chr10:12120169-12120669	0.403567	0.778588	0	6.93606	1.68708	0.594808
chr10:124055821-124056321	0.807134	0.135624	0	3.47897	0.213933	0.0856589
chr10:124739207-124739707	0.634177	0.102464	0	4.37728	0.913018	0.664174
chr10:126329235-126329735	0.403567	0.751463	0	4.51627	0.88466	0.683984
chr10:126346307-126346807	0.576524	0.198246	0	4.26639	0.220902	0.0488088
chr10:126411408-126411908	0.980092	0.098471	0	5.57973	0.0599636	0.782489
chr10:126681541-126682041	0.288262	0.0368536	0	3.29339	0	0.33975
chr10:13124491-13124991	0.518872	0.72919	0	1.25385	0.362689	0.0969506
chr10:133728079-133728579	0.403567	1.02493	0	4.87261	0.958656	0.158116
chr10:134177701-134178201	0.576524	0.025779	2.57579	1.91232	0	0.415516
chr10:135090098-135090598	0.691829	0.31318	0	2.72703	0.817483	0.173295
chr10:135121188-135121688	0.23061	0.0959574	0	1.33908	0.152864	0.304103
chr10:135219360-135219860	0.345915	0.0841421	0	3.07951	0	0.30429
chr10:135251165-135251665	0.807134	0.283467	0	0	0.188371	0.296385
