chr10:101130804-101131304	0.496471	0.529449	0.505624	0.0076128	0.0111425	0
chr10:1019953-1020453	0.767274	0.858594	0.907308	0.027949	0.0024426	0
chr10:102757738-102758238	0.586739	2.80094	2.86644	0.893488	0.304139	0
chr10:102901929-102902429	0.180535	0.0191434	0	0.014733	0.0186933	0
chr10:102974392-102974892	0.496471	0.436363	0.47906	0.242588	0.030159	0
chr10:103347486-103347986	3.02396	4.71599	5.07843	0.89838	0.103234	0
chr10:104005882-104006382	0.180535	0.0862116	0.131449	0.0296761	0	0
chr10:104040792-104041292	0.496471	1.64306	1.72558	0.990336	0.0100542	0
chr10:104262006-104262506	0.315936	0	0	0.0160163	0.0215597	0
chr10:104271643-104272143	0.315936	1.00619	1.08921	0.375081	0.00659278	0
chr10:104406792-104407292	0.541605	1.60317	1.77731	0.901361	0.0451542	0
chr10:104411891-104412391	0.270802	0.614273	0.741381	0.590962	0.0577412	0
chr10:104419971-104420471	0.677006	2.236	2.40421	0.515829	0.0670366	1.93718
chr10:104420479-104420979	1.03808	3.96506	4.05486	1.78984	0.104284	0
chr10:104438451-104438951	0.631872	1.95553	1.98933	0.412877	0.0463965	0
chr10:120746689-120747189	0.225669	0	0	0.00418377	0.262361	0.978359
chr10:12090398-12090898	0.767274	0.598433	0.777687	0.464645	0.00179792	0.997836
chr10:121301059-121301559	0.225669	0.0934495	0.143891	0.00792871	0.00212555	0
chr10:121463989-121464489	0.992942	0.535331	0.495576	0.199159	0.00617949	0.997647
chr10:123687379-123687879	0.406204	0	0	0.00642815	0.0156175	0
chr10:124275403-124275903	0.496471	0.3588	0.45644	0.532596	0.106113	0
chr10:126337305-126337805	0.812407	1.51792	1.57409	0.0838044	0.285823	0
chr10:126416903-126417403	0.496471	1.53357	1.52954	0.276263	0.39523	0
chr10:126423357-126423857	0.631872	1.62512	1.68604	0.675239	0.0349921	0
chr10:126681541-126682041	0.677006	0.89466	0.916662	0.24292	0.00847227	0
chr10:133734570-133735070	0.541605	0.597243	0.475315	0.0111726	0.426112	0
chr10:133741600-133742100	0.677006	1.22453	1.40518	0.278235	0.00108776	0.996962
chr10:13389798-13390298	0.180535	0	0	0.0147429	0.00758883	0
chr10:134062156-134062656	0.270802	2.15079	2.16672	1.09628	0.00137269	0
chr10:134235855-134236355	0.947809	2.53515	2.62387	1.02383	0.0555674	0
chr10:14516550-14517050	1.39915	3.36272	3.52678	1.43528	0.321208	0
chr10:15546376-15546876	0.631872	0.702074	0.776796	0.0240217	0.00432109	1.95253
chr10:22624096-22624596	0.180535	0	0	0.0298954	0.00794142	0
chr10:23360927-23361427	0.315936	0.363195	0.527771	0.641753	0	0
chr10:43932083-43932583	0.812407	1.18802	1.35146	0.234007	0.0515653	0
chr10:43947510-43948010	1.21861	1.65728	1.81341	0.980325	0.00868327	0
chr10:45445695-45446195	0.586739	1.88488	1.89973	0.882181	0.0313313	0
chr10:45459641-45460141	0.541605	1.51182	1.47025	0.0410492	0.509863	0
chr10:45474050-45474550	0.677006	0.700422	0.783722	0.474055	0.0285118	0
chr10:47134068-47134568	0.541605	1.82859	1.89223	0.761902	0.00410906	0
chr10:49859848-49860348	0.586739	1.32702	1.29482	0.0467278	0.0834735	0.964592
chr10:52483534-52484034	4.60364	0.938683	0.93244	0.22708	0.111857	0
chr10:52483543-52484043	4.60364	0.938683	0.93244	0.227059	0.111857	0
chr10:5488243-5488743	0.36107	0.144008	0	0.0558384	0.477791	0
chr10:6150867-6151367	0.180535	0.890134	0.891599	0.368866	0.424106	0
chr10:70166474-70166974	0.315936	0	0	0.0161808	0.0375575	0
chr10:71885846-71886346	0.496471	1.59875	1.56108	0.288267	0.286872	0
chr10:71929960-71930460	0.541605	0.0614074	0	0.0362488	0.149245	0
chr10:73467920-73468420	0.541605	2.42479	2.64942	0.965812	0.00496156	0
chr10:73529217-73529717	0.180535	0	0	0.0147951	0	0
chr10:73533646-73534146	0.496471	1.93407	2.19728	1.31663	0.0416892	0
chr10:74020590-74021090	1.48941	0.699035	0.726419	0.0366011	0.938452	0
chr10:742950-743450	0.992942	1.79517	1.62693	0.307102	0.0590091	0
chr10:74444996-74445496	0.586739	0.791862	0.93993	0.0213677	0.00143518	0
chr10:75128012-75128512	0.225669	0	0	0.0080943	0.00261139	0
chr10:75519215-75519715	0.902675	1.05079	1.37698	1.09715	0.00387465	0
chr10:8103149-8103649	1.21861	0.968216	0.967687	0.278178	0.431324	0
chr10:8107617-8108117	0.180535	0	0	0.0188927	0.0720921	0.966128
chr10:81648726-81649226	3.43016	0.928211	0.93244	0.226892	0.0557272	0
chr10:81978589-81979089	0.225669	0	0	0.0226786	0	0
chr10:88149324-88149824	0.72214	0.810135	1.01406	0.653516	0.0210318	0
chr10:88428461-88428961	1.03808	2.51622	2.65566	0.752048	0.00450963	0
chr10:89403699-89404199	0.541605	1.16594	1.25975	0.0923301	0.00249261	0.997385
chr10:90691674-90692174	0.315936	0.680174	0.766426	0.371105	0.143046	0
chr10:92492233-92492733	0.180535	0.0248712	0	0.0186858	0.0105022	0
chr10:92970179-92970679	0.677006	2.16997	2.38836	1.28767	0.0178213	0.980501
chr10:95262734-95263234	0.541605	1.84363	1.85659	0.521553	0.00191507	0
chr10:97052815-97053315	0.631872	1.80319	1.844	0.737942	0.00132683	0
chr10:98497078-98497578	0.180535	0	0	0.0499175	0.0473516	0
chr10:99524348-99524848	1.30888	3.67524	3.75588	1.25283	0.12356	0
chr1:1003902-1004402	0.451337	1.99027	2.1242	0.0326583	0.0235791	0
chr1:100650103-100650603	0.225669	0.380734	0.466394	0.344206	0.0499731	0
chr1:109076239-109076739	0.36107	0.507765	0.676867	0.200717	0.137193	0
chr11:102291923-102292423	0.496471	1.63459	1.64583	0.517136	0	0
chr11:10326351-10326851	1.03808	0.949815	0.942151	0.458586	0.144206	0
chr1:110698477-110698977	0.270802	0.896821	1.04055	0.636572	0.0015055	0
chr11:111637061-111637561	0.315936	0.0215505	0	0.0188381	0.0139735	0
chr11:114495313-114495813	0.180535	0	0	0.00332251	0	0
chr11:117688844-117689344	0.451337	1.55069	1.55087	0.21099	0.0164899	0
chr11:117699208-117699708	1.17348	2.65705	2.75555	1.45614	0.271633	0.97999
chr11:118148003-118148503	0.586739	0.899637	0.915404	0.383208	0	0.999375
chr11:118401421-118401921	0.496471	2.62912	2.73827	0.857706	0.00505527	0
chr11:118754358-118754858	0.496471	0.61306	0.674845	0.0664835	0.0134654	0.985693
chr11:118927018-118927518	0.496471	2.01352	2.27281	1.75295	0.0387873	0
chr11:118966191-118966691	0.541605	0	0	0.0209713	0.00820479	0
chr11:119185718-119186218	0.857541	2.67569	2.85821	1.57432	0.335193	0
chr11:121106807-121107307	0.225669	0	0	0.0260468	0.00260845	0
chr11:121212249-121212749	0.541605	0.284706	0.491509	0.0415692	0	0.977515
chr11:126067355-126067855	1.17348	1.6227	1.81329	0.819606	0.0118411	0
chr11:130048220-130048720	0.541605	1.77879	2.06624	1.45136	0.0276817	0
chr11:130051142-130051642	0.541605	0.851624	1.07961	0.469351	0.221688	0
chr1:113161140-113161640	0.496471	0.0449265	0	0.744773	0	0
chr11:13360668-13361168	0.631872	1.52992	1.72603	0.466289	0.0171566	0.996174
chr11:133765089-133765589	0.541605	0.862748	1.07825	0.589426	0.0191374	0
chr11:13484435-13484935	0.270802	0.0637514	0	0.451911	0.00433498	0
chr1:1150392-1150892	0.496471	2.03432	2.24741	0.677282	0.00761819	0
chr11:17037210-17037710	0.586739	2.32117	2.44007	0.726269	0.0165487	0
chr11:17252418-17252918	0.315936	0	0	0.0106698	0.0283837	0
chr1:117279809-117280309	0.451337	0.0912468	0	0.165181	0.022213	0
chr11:18251074-18251574	1.12834	1.88588	2.07071	0.906936	0.121979	0
chr11:1873543-1874043	0.496471	1.83683	1.51189	0.978128	0.126731	0
chr11:1960924-1961424	3.4753	0.152462	0.244935	0.446101	0.155699	0
chr11:1968264-1968764	0.496471	0	0	0.0143293	0.0500794	0
chr1:1219158-1219658	0.225669	1.9412	2.09589	0.797486	0.976804	0
chr1:12222134-12222634	0.857541	1.8097	1.86323	0.0312158	0.00917592	0
chr1:12256621-12257121	0.857541	1.60469	1.71645	0.979438	0.00526022	0.977515
