chr10:103985700-103986200	0.261545	0.965559	0.735496	0.999623	0	0.000234927	0	2.89471	1.99552
chr10:104411891-104412391	0.23539	0	0	0	0	0.000106925	0	0.108309	0
chr10:112091935-112092435	0.104618	0.987222	1.41054	6.99313	0	3.53274e-05	0	0.955438	0.996699
chr10:119300802-119301302	0.156927	0	0.57004	2.98597	0	0.00262362	0	0.647958	0
chr10:120788622-120789122	0.183081	0.969185	0.814601	1.99938	0.98958	2.47587e-05	0	4.14424	3.98281
chr10:12351651-12352151	0.392317	0	1.22705	7.98048	0	0	0	0.754853	0
chr10:126346391-126346891	0.183081	0	0.0141349	1.98551	0	0.000555982	0	0.320483	0.999162
chr10:127472488-127472988	0.130772	0	0.923296	1.9949	0	0.000186528	0	0.0722312	0
chr10:127591462-127591962	0.183081	0	0.00240601	0.997839	0	0	0	0	0
chr10:134148696-134149196	0.575398	0.981245	0.88197	6.9869	0.985454	0	0.00316286	1.81007	2.96964
chr10:134350979-134351479	0.23539	9.94238	0	0	8.95873	0.00517788	0	6.19825	12.9614
chr10:135122594-135123094	0.209236	6.96187	0.00456402	0.990724	5.98105	0.0033964	0	8.51775	7.97291
chr10:135129189-135129689	0.313854	0	1.02402	4.98853	0	0	0.00428911	0.566131	0
chr10:16859117-16859617	0.209236	1.96094	0	0	0.989584	0	0	2.0039	2.97996
chr10:17690009-17690509	0.680016	0.965629	0.894539	4.99006	0	6.0631e-05	0	0.858766	0.994033
chr10:22667902-22668402	0.130772	0	0.122917	1.98591	0	0	0	0.987551	0.999006
chr10:23358001-23358501	0.104618	0	0.0098846	0	0	0	0	0	0
chr10:23702537-23703037	0.156927	0	0	0	0	2.76361e-05	0	0	0
chr10:27643558-27644058	0.183081	0	0	1.98285	0	9.75331e-05	0	0	0
chr10:29574394-29574894	0.183081	0	0	0	0	0	0	0	0
chr10:29574430-29574930	0.183081	0	0	0	0	0	0	0	0
chr10:30959896-30960396	0.104618	0	0	0	0	0	0	0	0
chr10:3215103-3215603	0.680016	6.94703	0.00216786	0.987038	5.97828	0.00013922	0	8.0517	6.98883
chr10:3870937-3871437	0.183081	0	0	0	0	0	0.008039	0.436392	0
chr10:43716525-43717025	0.104618	0	0.137725	0.998694	0.989161	0	0	0.415798	0
chr10:45957793-45958293	0.209236	0	0	0.991727	0.987408	0	0	0.330753	0.993476
chr10:48354826-48355326	0.156927	1.99017	0	0	1.98953	0.000123466	0	3.1637	1.99512
chr10:52177073-52177573	0.104618	0	0.0106931	0.993978	0	0	0	0.157393	0
chr10:5872514-5873014	0.183081	0.967293	0	0	0	0	0	0.0663842	0.993889
chr10:60026678-60027178	0.261545	0	0.0388464	0.997353	0	0	0	1.20919	0
chr10:63659676-63660176	0.209236	0	0	0	0	0	0	1.67594	0.998288
chr10:69526950-69527450	0.104618	0	0.756403	0.999871	0	0	0	0.485671	0
chr10:70319824-70320324	0.313854	0	0	0	0	0.00121841	0	1.20789	0.999605
chr10:70864736-70865236	0.104618	0	0.00261102	0.998803	0	0	0	0	0
chr10:72117443-72117943	0.130772	0	0	0	0	0.00015587	0	0	0
chr10:73693336-73693836	0.209236	0	0	0	0	0	0.00683963	0.163584	0.988242
chr10:73835192-73835692	0.156927	0	0	1.97986	0	2.81248e-05	0	0.503735	0
chr10:74007854-74008354	0.261545	0	0	0.995334	0	0.00037644	0	0.727059	0.990982
chr10:74020590-74021090	0.444626	1.99797	0	0.98845	1.9976	0.000192423	0	4.68938	3.98869
chr10:74045893-74046393	0.156927	0	0	0	0	2.67246e-05	0	1.5376	0.992807
chr10:74868892-74869392	0.653862	0	1.74508	10.985	0	3.53274e-05	0	0	0
chr10:76871410-76871910	0.130772	0.962854	0	0	0	6.32263e-05	0	0.778419	0
chr10:79608791-79609291	0.209236	0	0	0	0	0.00136066	0	1.34715	0.99761
chr10:80782228-80782728	0.209236	0.997824	0.284184	1.99736	0.998733	4.16708e-05	0	0.914433	0.99426
chr10:80787312-80787812	0.104618	0.998006	0.00274373	0	0.998106	4.20523e-05	0	1.79003	2.97297
chr10:81205419-81205919	0.287699	2.95617	0.0773796	0.998177	0.999534	3.13814e-05	0	4.91441	7.96341
chr10:82295273-82295773	0.183081	0	0.00223165	0	0	0.00014804	0	0	0
chr10:90584919-90585419	0.313854	0	0.0712095	0.997205	0	0	0	0	0
chr10:90777723-90778223	0.156927	0.987222	0.976555	4.98208	0	0	0	0.963565	0.996699
chr10:91097263-91097763	0.104618	0	0	0	0	0	0.00807809	0	0
chr10:91439654-91440154	0.156927	0	0.00630016	2.97286	0	0	0	0	0
chr10:97457141-97457641	0.156927	0	0	0	0	0	0	0	0
chr10:98497078-98497578	0.104618	0	0.0268283	0.999013	0	0	0	0.255784	0
chr10:99399872-99400372	0.75848	0.981291	1.26485	1.99795	0	8.30027e-05	0	0.875326	0.997962
chr1:101046651-101047151	0.130772	0	0.0373198	0.997674	0	0	0.00513257	0.320352	0
chr1:10739544-10740044	0.183081	0.984641	0	0	0.99275	0.00371822	0	3.35558	3.97323
chr11:102328193-102328693	0.104618	0	0	0	0	0	0	0.0599365	0.998288
chr1:110333247-110333747	0.156927	0	0	0.993718	0	0.000135315	0	0.0630858	0
chr11:10336149-10336649	0.183081	0	0.573779	0.999827	0	0	0	0	0
chr1:110759372-110759872	0.209236	0	0.00312766	0	0	0	0	0	0
chr11:111647267-111647767	0.261545	0	0	0	0	0	0	0	0
chr11:117101169-117101669	0.287699	0	0.0483115	0.995568	0	0.000292574	0	0.908347	0
chr1:111756972-111757472	0.287699	0	0.173445	0.997878	0	0	0	0	0
chr11:117841329-117841829	0.104618	0	0	0	0	0	0	1.42791	0
chr11:118064902-118065402	0.340008	0	0	0	0	2.58053e-05	0	0.122505	0.992807
chr11:118754296-118754796	0.104618	0	0.0555485	1.98215	0	0	0.0030694	0	0
chr11:118979153-118979653	0.104618	0	0.00602416	0	0	0	0	0.240739	0
chr11:119066318-119066818	0.209236	0.987548	0.0101611	0.99506	0.989509	0	0.00928135	1.82205	1.98808
chr11:119130837-119131337	0.130772	0	0.0513168	0.995526	0	0	0	0.113311	0
chr11:120057689-120058189	0.104618	0	0	0	0.98618	0	0	0.411874	0
chr11:121301081-121301581	0.287699	0	0.02007	0	0	0	0	0	0
chr11:122745621-122746121	0.130772	0	0	0	0	9.17387e-05	0	0.155699	0
chr11:122981990-122982490	0.104618	0	0	0	0	3.2116e-05	0	0	0
chr11:128711571-128712071	0.183081	0	0	0	0	0	0	0.203307	0
chr11:129988037-129988537	0.104618	0	0	0.994839	0	0	0	0	0
chr11:130184550-130185050	0.104618	2.98564	0	0.991609	2.98503	0	0	4.12186	6.97687
chr11:134219350-134219850	0.183081	0	0.4284	0.999199	0	0	0	0	0
chr1:114323379-114323879	0.183081	0	0.0104597	0.996054	0	0	0	0.270505	0
chr1:115212584-115213084	0.209236	2.96188	0.665629	0.999143	1.99526	3.8743e-05	0.0309755	2.88149	2.99749
chr1:115245270-115245770	0.23539	0.994055	0.00246045	0	0.988365	0	0	0.982942	0.9994
chr1:115598836-115599336	0.130772	0	0	0	0	0	0.0034736	0.736635	0
chr1:115641544-115642044	0.313854	0	0	0	0	0	0	0	0
chr11:17410960-17411460	0.183081	0.996478	0.0483115	0.995568	0.998073	0.000549431	0	2.62339	5.95313
