chr10:100164330-100164830	0.445205	0.0178426	0.598327	2.29363	2.42408	2.08475	0.661776
chr10:100241160-100241660	0.526151	0.00302805	0.0170131	4.20362	3.45678	0.406781	0.110611
chr10:102289293-102289793	0.283312	0.0349143	0.0115147	0.10926	3.14949	0.0471855	0.120212
chr10:104212650-104213150	0.445205	0.471914	0.998755	4.16389	4.05777	0.95763	0.723561
chr10:104872201-104872701	0.526151	0.00272242	0.504573	2.54078	1.54145	0.0169493	0.0682413
chr10:1084376-1084876	0.364259	0.0717492	0.150967	0.356886	2.43186	4.09644	0.0748686
chr10:111756192-111756692	0.364259	0.0658334	0.844143	4.02513	4.15678	0.420068	1.1025
chr10:112033194-112033694	0.445205	0.0315369	0.173571	2.5097	0.946233	0.0593224	0.299627
chr10:112252157-112252657	0.526151	0.467355	0.50879	6.12749	2.25807	0.00847463	0.458426
chr10:112255925-112256425	0.161893	0.0625583	0.0165425	1.32728	4.00452	0.869449	0.118736
chr10:112288674-112289174	0.728517	0.781912	0.303585	1.30791	3.27165	0.547414	0.214146
chr10:11482729-11483229	0.364259	0.00117034	0.0237762	2.30572	2.70133	0.538939	0.133325
chr10:115619021-115619521	0.445205	0	0.14395	2.8949	3.99066	0.00847463	0.170415
chr10:116570606-116571106	0.607098	0.00994301	1.08447	2.36879	2.55595	0.0593224	0.551709
chr10:120746689-120747189	0.404732	0.067496	0.345509	4.2879	5.57128	0.0423731	0.132364
chr10:121561465-121561965	0.283312	0.00526481	0.0429859	3.38712	2.66067	1.09987	0.100018
chr10:13222743-13223243	0.323786	0.00107445	0.576263	2.31634	2.77894	0.0762716	0.103943
chr10:15148338-15148838	0.242839	0.00444161	0.167553	1.63094	2.64321	1.54238	0.15119
chr10:15164732-15165232	0.526151	0.00143445	0.348307	2.20348	3.32319	0.0762716	0.0470032
chr10:15546371-15546871	0.364259	0.00153969	0.520516	3.46465	4.46272	0.0423731	0.0564449
chr10:22540844-22541344	0.445205	0.000924814	0.0134274	1.95616	8.28397	0.0254239	0.0293532
chr10:22609695-22610195	0.161893	0	0.504318	0.489456	2.58189	1.39831	0.0443307
chr10:22778267-22778767	0.404732	0.797586	0.0540152	1.96978	3.02927	0.0422307	0.159166
chr10:23737657-23738157	0.404732	0.440284	0.924705	4.76201	2.71597	0.530464	0.708413
chr10:24752665-24753165	0.647571	0.664564	1.13287	3.48425	3.8957	0.448973	0.789585
chr10:27259558-27260058	0.404732	0.000634016	0.116574	3.70054	4.18375	0.00847463	0.0662757
chr10:30447324-30447824	0.364259	0.0533154	1.31381	3.99404	5.49051	0.420295	0.323211
chr10:30777239-30777739	0.364259	0.00130032	0.0102382	3.39077	3.65953	0.782918	0.165059
chr10:31071629-31072129	0.364259	0.00923401	0.400438	1.26618	3.77135	0.489695	0.0458652
chr10:32218196-32218696	0.161893	0.00620252	0.0551387	1.39187	3.65978	1.49978	0.0829338
chr10:33297559-33298059	0.202366	0.00959478	0.484717	2.00346	3.88955	1.05085	0.256887
chr10:52186168-52186668	0.161893	0.000338602	0.373478	3.30829	2.89917	0.0474121	0.599442
chr10:5726291-5726791	0.202366	0.00264766	0.0119769	0.916325	4.21709	1.9203	0.0782047
chr10:5859279-5859779	0.364259	0.00256824	0.395009	2.39758	5.71126	0.00847463	0.208589
chr10:5861851-5862351	0.283312	0.0856648	0.47264	2.12651	3.86352	0.560927	0.528842
chr10:60094552-60095052	0.202366	0.0200161	0.548387	0.815529	2.51589	0.438847	0.529183
chr10:61667545-61668045	0.485678	0.556136	1.06886	1.96057	5.11783	0.41182	0.692353
chr10:63638118-63638618	0.566625	0.00834922	0.0964712	2.7323	3.64429	0.44068	0.0469753
chr10:67651285-67651785	0.404732	0.117324	0.211016	5.24282	3.73498	0.428769	0.196671
chr10:70310467-70310967	0.161893	0.116149	0.345257	2.82402	5.26171	0.5339	0.124419
chr10:70757322-70757822	0.485678	0.00237309	0.604172	1.90723	3.07996	1.40891	0.0344763
chr10:70855814-70856314	0.445205	0.0035957	0.104968	4.07824	3.12607	0.601555	0.0896091
chr10:72339245-72339745	0.161893	0.354478	0.0773599	2.53967	3.33052	0.471143	0.253511
chr10:72412592-72413092	0.364259	0.00174674	0.169629	2.87116	2.96235	0.462668	0.28244
chr10:72968739-72969239	0.161893	0.00452763	0.627297	0.876695	2.22164	0.406781	0.223538
chr10:73528664-73529164	0.364259	0.0109258	0.865276	2.72403	5.29893	0.398307	0.315042
chr10:73610687-73611187	0.242839	0.00121967	0.001258	0.643355	0.393927	1.24897	0.0290655
chr10:73631015-73631515	0.445205	0.0203638	0.109652	2.20874	2.25659	0.0778749	0.416529
chr10:75229250-75229750	0.849937	0.141795	2.05804	0.941363	5.1774	0.0338985	0.98625
chr10:75410171-75410671	0.930883	0.425002	1.04372	3.47088	5.05664	0.915257	0.651573
chr10:76871410-76871910	0.202366	0.00252702	0.00236791	1.8478	2.00978	0.109941	0.0355761
chr10:79608728-79609228	0.283312	0.0597138	0.0264173	0.834617	1.05773	1.42373	0.0518083
chr10:81205319-81205819	0.161893	0.115599	0.0402424	0.218603	1.33645	0.0524511	0.361466
chr10:81300604-81301104	0.242839	0	0.0495091	3.73062	3.09981	0.932207	0.034911
chr10:81586212-81586712	0.364259	0.127753	0.829194	0.123954	0	0.0423731	0.44546
chr10:88844106-88844606	0.323786	0.0118228	0.0331168	6.30668	4.0831	0.530464	0.0636927
chr10:90522625-90523125	0.445205	0.0479097	0.802967	3.68346	6.03221	0.0304628	0.55852
chr10:91091217-91091717	0.161893	0.00116299	0.0729318	2.60325	1.63742	0.0437499	0.131418
chr10:91097263-91097763	0.364259	0.133118	0.619345	2.63376	3.90573	0.0508478	0.510965
chr10:91107810-91108310	0.364259	0.00205828	0.140088	1.44372	3.36962	1.67666	0.218192
chr10:91565247-91565747	0.364259	0.00205154	0.101348	4.49806	7.07376	1.45076	0.254452
chr10:92665665-92666165	0.364259	0.0648688	0.367494	2.66118	3.99014	0.0338985	0.301551
chr10:94457706-94458206	0.445205	0.313892	0.183624	4.10952	6.30397	0.42373	0.15876
chr10:96255689-96256189	0.445205	0.0442895	0.24382	3.81703	4.59111	0.05749	0.0877791
chr10:97026365-97026865	0.89041	0.752849	1.79452	2.45795	3.84976	0.41182	1.1576
chr10:97747742-97748242	0.364259	0.000341637	0.0540068	4.97839	4.67347	0.0522245	0.0865767
chr10:98101388-98101888	0.445205	0.00333408	0.5699	4.43107	5.39621	1.17797	0.0312114
chr10:982477-982977	0.283312	0.15582	0.00403166	3.8304	2.95628	0.552453	0.0994299
chr10:98486544-98487044	0.445205	0.115549	0.955742	1.40655	4.40801	0.0948242	0.672256
chr10:98977652-98978152	0.364259	0.869057	0.174654	2.83852	2.78474	0.0508478	0.156685
chr1:10021227-10021727	0.202366	0.312811	0.902581	1.94292	3.50925	0.445719	0.657952
chr1:100274258-100274758	0.323786	0.0337617	0.47584	2.99675	4.54165	0.0777325	0.179872
chr1:109289059-109289559	0.566625	0.638264	0.874569	0.125772	2.4387	0.6033	0.985436
chr11:102365833-102366333	0.485678	0.129737	0.760546	2.001	1.22943	0.44068	0.738675
chr1:110418478-110418978	0.364259	0.00643389	0.0714477	4.02628	5.07019	0.516951	0.0845525
chr1:11072922-11073422	0.202366	0.00615971	0.0058345	0.918189	1.55646	0.0439764	0.0267039
chr11:10747356-10747856	0.161893	0	0.0309645	5.01696	4.91356	0.457629	0.0506488
chr11:108491603-108492103	0.809464	0.0298505	0.412766	6.12243	3.58713	0.0338985	0.159382
chr1:110881850-110882350	0.242839	0.0257224	0.0567752	0.805263	1.54612	0.072836	0.0800165
chr1:110927639-110928139	0.161893	0.00536709	0.0449606	3.33582	3.05623	0.898308	0.211727
chr1:111002823-111003323	0.202366	0.0769971	0.07898	1.75374	1.28374	0.0423731	0.0617476
chr11:111843188-111843688	0.202366	0.136767	0.114486	1.33183	2.2581	1.09468	0.434757
chr11:113310358-113310858	0.283312	0.00708509	0.0344748	4.01583	3.4287	0.0389375	0.0727904
chr1:11133384-11133884	0.242839	0.0305833	1.16869	2.7623	2.33733	0.0524511	1.11873
chr11:113644592-113645092	0.485678	0.87715	0.484044	3.94938	2.59915	0.508476	0.644541
chr1:111674638-111675138	0.242839	0.0841363	0.0427107	1.33445	2.95419	0.42373	0.018571
chr1:111740129-111740629	0.404732	0.0225604	0.128705	0.824637	2.73661	0.0762716	0.0409656
chr1:111748268-111748768	0.607098	0.0789166	0.25643	3.13623	3.41026	0.0423731	0.191882
chr11:117680382-117680882	0.242839	0.00488932	0.0329366	5.01026	2.58771	0.428769	0.00710433
chr1:111772171-111772671	0.242839	0.0167637	0.189048	2.19669	5.97647	1.4542	0.101119
chr11:118191203-118191703	0.161893	0.000971643	0.0167453	1.16558	5.10995	0.0676546	0.0320211
chr11:118401317-118401817	0.161893	0.0372521	0.00281875	0.0223991	0.877035	0.433808	0.0263821
chr11:118567193-118567693	0.364259	0.0479867	1.63983	0.858679	3.71302	0.955798	0.476261
chr11:118754713-118755213	0.202366	0.0498441	0.948341	2.45002	4.85044	1.05298	0.161137
chr1:111876706-111877206	0.242839	0.126986	0.0729351	2.64078	3.03362	0.0304628	0.122571
chr11:119131070-119131570	0.364259	0.00335983	0.116598	6.15289	4.66858	0.00847463	0.0927692
chr11:123275723-123276223	0.404732	0.0106271	0.666611	2.09275	5.58896	0.0389375	0.845547
chr11:126210795-126211295	0.607098	0.024168	0.0849436	3.76009	5.51397	1.32186	0.169724
chr11:129988037-129988537	0.485678	0.0263653	1.11635	3.94233	3.97494	0.0337561	0.247273
chr11:129988835-129989335	0.161893	0.000952036	0.289037	1.52985	2.20369	0.457305	0.569976
chr1:113167056-113167556	0.202366	0.354423	0.748541	1.69066	3.44744	0.0389375	0.557276
chr1:113211317-113211817	0.364259	0.402696	2.06822	3.14008	4.19516	0.0254239	2.01869
chr11:13360652-13361152	0.242839	0.0260994	0.474515	3.34741	0.951865	0.813562	0.12398
